Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
2208,6.0,0.2083,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",opp_makemake -K ( key value) is not correct
2209,7.0,0.3523,"implement, find, add, function, route, code, class, type, program, call",Pushing C++ function return values to OTcl in NS2
2210,4.0,0.3408,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Why is the value of CO2 emission calculated in the simulation different from the value stored in the .sca file?
2211,6.0,0.2614,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Came across the following lines of code in NS3. Need help understanding it
2212,3.0,0.2986,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to get the accurate vehicle speed?
2213,7.0,0.1875,"implement, find, add, function, route, code, class, type, program, call",Why is INET Aodv routing not working in OMNeT++?
2214,3.0,0.3194,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",clustring by RSU in veins
2215,7.0,0.2083,"implement, find, add, function, route, code, class, type, program, call",initialize method in TraCIDemoRSU11p
2216,1.0,0.3194,"file, set, parameter, number, module, trace, generate, script, random, position",Cannot open ini file `omnetpp.ini
2217,0.0,0.5477,"packet, message, send, node, receive, application, multiple, datum, specific, server",why do RSU start sending BSM messages to nodes after it receives scheduled self-message even though I didnt implement any BSM sending
2218,4.0,0.2948,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How signals mechanism works in omnet++
2219,6.0,0.2981,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu","how to fix ""beacon evt is currently scheduled"" error while sceduling selfMsgs in veins"
2220,0.0,0.3194,"packet, message, send, node, receive, application, multiple, datum, specific, server","Sending a ""beacon hello"""
2221,6.0,0.3764,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Does Omnetpp support Ubuntu 18.04?
2222,4.0,0.2513,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",What is the minimum value for carrier sense threshold in ns2
2223,3.0,0.2674,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to establish vehicle communication in Veins/Omnet++
2224,2.0,0.397,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Can someone Tell the command to get the location of nodes ? in network simulators
2225,0.0,0.3322,"packet, message, send, node, receive, application, multiple, datum, specific, server",Ns2 wsn stop send receive and keep sense in a node?
2226,3.0,0.3523,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to fix the transmission range of RSU (1000m) and Vehicles(300m) in Veins-5.0?
2227,2.0,0.3194,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",How to create LTE topology in OMNeT++?
2228,0.0,0.1875,"packet, message, send, node, receive, application, multiple, datum, specific, server",How can I visually see the range of RSU?
2229,4.0,0.397,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Timer time reflected in simulation time
2230,3.0,0.4803,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Vehicles interaction with the edge Cloud using Sumo and NS3
2231,4.0,0.2207,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Omnet++ for Onion simulation
2232,5.0,0.2344,"omnet, inet, make, project, build, link, error, library, fail, command",Which ns2 protocol is the most practical to use
2233,3.0,0.2344,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Getting vehicle ID
2234,1.0,0.2083,"file, set, parameter, number, module, trace, generate, script, random, position",how to correctly set destmodule (destination module) for D2D Multicast simulation
2235,6.0,0.3194,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",OMNET Undisposed Object
2236,0.0,0.2396,"packet, message, send, node, receive, application, multiple, datum, specific, server",How come onWSM method does not get invoke when sending messages from RSU?
2237,0.0,0.1875,"packet, message, send, node, receive, application, multiple, datum, specific, server",how to pass queue length from ppp to IP layer in Inet 3.6
2238,2.0,0.2083,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",ns-3 5G In-door Localization
2239,4.0,0.2653,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Omnet++ How to average/max/min some metric over modules?
2240,6.0,0.1875,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",ns3 waf configure headers not found
2241,3.0,0.2025,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",how to cancel a timer when using timerManager in veins omnet
2242,2.0,0.2344,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Can not compile the code because it is deprecated in C++11
2243,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",Openflow Extension for OMNET++
2244,2.0,0.3523,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Simple 1-hop broadcast example in ad-hoc wireless network
2245,2.0,0.2488,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",addRoute(): all bits of destination address <unspec> is 0 inside non zero netmask 240.0.0.0 -- in module (inet::IPv4Routing
2246,0.0,0.2083,"packet, message, send, node, receive, application, multiple, datum, specific, server",Why returntype of getSenderSpeed() is Coord& in DemoSafetyMessage.h Veins5?
2247,3.0,0.3229,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to present those traffic lights in SUMO in VEINS?
2248,6.0,0.3194,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Prơblem with installation of OMNeT++
2249,3.0,0.4196,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed","How can I store nodeId, direction,and speed of a vehicle in RSU in veins version 5?"
2250,7.0,0.1875,"implement, find, add, function, route, code, class, type, program, call",Adding info to UDP packet from different model in Omnet++
2251,2.0,0.2688,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",How to create a network with LTE base station and dynamic creation/deletion of car fog nodes?
2252,1.0,0.2981,"file, set, parameter, number, module, trace, generate, script, random, position",Why does setting parked cars generate an error in OMNeT
2253,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",undefined Reference to (ns3)
2254,2.0,0.196,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",How to simulate M/M/1 using omnet++?
2255,7.0,0.2614,"implement, find, add, function, route, code, class, type, program, call",How can I implement M/D/1 queue model on link?
2256,2.0,0.2083,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Omnet++ issue with getleader()
2257,5.0,0.3208,"omnet, inet, make, project, build, link, error, library, fail, command",Error Building OpenFlow project in OMNET++
2258,5.0,0.3665,"omnet, inet, make, project, build, link, error, library, fail, command",INET <!> Error: Cannot load library ../../src//libINET.dll: The specified module could not be found
2259,3.0,0.2097,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to view streets in OMNet ++?
2260,6.0,0.3176,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu","How to fix ""couldnt read file "" "": no such file or directory while executing ""source.orig {}"" on ns2"
2261,0.0,0.4155,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to get current data rate or available bandwidth value in NS-3 or DCE-NS-3?
2262,7.0,0.1806,"implement, find, add, function, route, code, class, type, program, call",How to communicate omnet++ simulation with a Big Data apache
2263,3.0,0.2083,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Why is DemoBaseApplLayer::myId different in Veins versions 4.7.1 and 5.0?
2264,0.0,0.1875,"packet, message, send, node, receive, application, multiple, datum, specific, server",Castalia WBAN application | Getting Throughput
2265,2.0,0.3097,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Matlab Fuzzy Interface System with Omnet
2266,0.0,0.2083,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to cancel all events
2267,3.0,0.2577,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to use inet modules in veins simulation
2268,3.0,0.3229,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed","Error in ""import org.car2x.veins.subprojects.veins_inet.VeinsInetManager"" SimuLTEs Highway.ned file"
2269,1.0,0.1875,"file, set, parameter, number, module, trace, generate, script, random, position",missed files while building veins_inet
2270,1.0,0.3562,"file, set, parameter, number, module, trace, generate, script, random, position","VANET simple CBR application, no output (empty pcap files)?"
2271,0.0,0.5843,"packet, message, send, node, receive, application, multiple, datum, specific, server",How can I handle each message/ping received by WirelessHost and how can i retrieve statistics of that packet?
2272,3.0,0.3523,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Veins : multiple WSMs for different purpose
2273,2.0,0.184,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",How to set simTime() to ZERO in the middle of simulation in OMNeT++
